Date,State Name,county Name,State Code,County Code,AQI,Category,Defining Parameter,Defining Site,Number of Sites Reporting
2015-05-02,California,Los Angeles,6,37,74,Moderate,PM2.5,06-037-1103,16
2015-05-03,California,Los Angeles,6,37,77,Moderate,Ozone,06-037-0016,17
2015-05-04,California,Los Angeles,6,37,59,Moderate,PM2.5,06-037-1201,15
2015-05-05,California,Los Angeles,6,37,69,Moderate,PM2.5,06-037-4002,16
2015-05-06,California,Los Angeles,6,37,54,Moderate,PM2.5,06-037-1201,16
2015-05-07,California,Los Angeles,6,37,55,Moderate,PM2.5,06-037-1103,15
2015-05-08,California,Los Angeles,6,37,50,Good,PM2.5,06-037-1201,15
2015-05-09,California,Los Angeles,6,37,64,Moderate,PM2.5,06-037-1103,16
2015-05-10,California,Los Angeles,6,37,97,Moderate,Ozone,06-037-1701,16
2015-05-11,California,Los Angeles,6,37,87,Moderate,Ozone,06-037-9033,16
2015-05-12,California,Los Angeles,6,37,108,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2015-05-13,California,Los Angeles,6,37,97,Moderate,Ozone,06-037-9033,16
2015-05-14,California,Los Angeles,6,37,49,Good,Ozone,06-037-9033,16
2015-05-15,California,Los Angeles,6,37,58,Moderate,Ozone,06-037-9033,17
2015-05-16,California,Los Angeles,6,37,77,Moderate,Ozone,06-037-9033,16
2015-05-17,California,Los Angeles,6,37,93,Moderate,Ozone,06-037-9033,16
2015-05-18,California,Los Angeles,6,37,79,Moderate,PM2.5,06-037-4002,17
2015-05-19,California,Los Angeles,6,37,77,Moderate,Ozone,06-037-9033,16
2015-05-20,California,Los Angeles,6,37,71,Moderate,Ozone,06-037-9033,16
2015-05-21,California,Los Angeles,6,37,60,Moderate,PM2.5,06-037-1201,17
2015-05-22,California,Los Angeles,6,37,53,Moderate,PM2.5,06-037-1201,16
2015-05-23,California,Los Angeles,6,37,54,Moderate,Ozone,06-037-9033,16
2015-05-24,California,Los Angeles,6,37,71,Moderate,Ozone,06-037-9033,17
2015-05-25,California,Los Angeles,6,37,84,Moderate,Ozone,06-037-9033,16
2015-05-26,California,Los Angeles,6,37,93,Moderate,Ozone,06-037-9033,16
2015-05-27,California,Los Angeles,6,37,119,Unhealthy for Sensitive Groups,Ozone,06-037-9033,17
2015-05-28,California,Los Angeles,6,37,143,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2015-05-29,California,Los Angeles,6,37,159,Unhealthy,Ozone,06-037-6012,15
2015-05-30,California,Los Angeles,6,37,172,Unhealthy,Ozone,06-037-1201,17
2015-05-31,California,Los Angeles,6,37,154,Unhealthy,Ozone,06-037-6012,16
2015-06-01,California,Los Angeles,6,37,100,Moderate,Ozone,06-037-1701,16
2015-06-02,California,Los Angeles,6,37,100,Moderate,Ozone,06-037-9033,17
2015-06-03,California,Los Angeles,6,37,67,Moderate,Ozone,06-037-9033,16
2015-06-04,California,Los Angeles,6,37,64,Moderate,PM2.5,06-037-1201,16
2015-06-05,California,Los Angeles,6,37,105,Unhealthy for Sensitive Groups,Ozone,06-037-9033,17
2015-06-06,California,Los Angeles,6,37,122,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2015-06-07,California,Los Angeles,6,37,140,Unhealthy for Sensitive Groups,Ozone,06-037-1701,16
2015-06-08,California,Los Angeles,6,37,126,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2015-06-09,California,Los Angeles,6,37,61,Moderate,PM2.5,06-037-1201,15
2015-06-10,California,Los Angeles,6,37,71,Moderate,Ozone,06-037-9033,16
2015-06-11,California,Los Angeles,6,37,105,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2015-06-12,California,Los Angeles,6,37,84,Moderate,Ozone,06-037-9033,14
2015-06-13,California,Los Angeles,6,37,126,Unhealthy for Sensitive Groups,Ozone,06-037-9033,15
2015-06-14,California,Los Angeles,6,37,129,Unhealthy for Sensitive Groups,Ozone,06-037-1701,15
2015-06-15,California,Los Angeles,6,37,154,Unhealthy,Ozone,06-037-6012,15
2015-06-16,California,Los Angeles,6,37,174,Unhealthy,Ozone,06-037-9033,15
2015-06-17,California,Los Angeles,6,37,192,Unhealthy,Ozone,06-037-9033,16
2015-06-18,California,Los Angeles,6,37,174,Unhealthy,Ozone,06-037-1701,14
2015-06-19,California,Los Angeles,6,37,190,Unhealthy,Ozone,06-037-6012,15
2015-06-20,California,Los Angeles,6,37,203,Very Unhealthy,Ozone,06-037-6012,16
2015-06-21,California,Los Angeles,6,37,154,Unhealthy,Ozone,06-037-6012,15
2015-06-22,California,Los Angeles,6,37,187,Unhealthy,Ozone,06-037-9033,15
2015-06-23,California,Los Angeles,6,37,177,Unhealthy,Ozone,06-037-9033,16
2015-06-24,California,Los Angeles,6,37,195,Unhealthy,Ozone,06-037-9033,14
2015-06-25,California,Los Angeles,6,37,179,Unhealthy,Ozone,06-037-9033,15
2015-06-26,California,Los Angeles,6,37,140,Unhealthy for Sensitive Groups,Ozone,06-037-6012,16
2015-06-27,California,Los Angeles,6,37,112,Unhealthy for Sensitive Groups,Ozone,06-037-9033,15
2015-06-28,California,Los Angeles,6,37,166,Unhealthy,Ozone,06-037-0016,15
2015-06-29,California,Los Angeles,6,37,122,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2015-06-30,California,Los Angeles,6,37,161,Unhealthy,Ozone,06-037-9033,13
2015-07-01,California,Los Angeles,6,37,101,Unhealthy for Sensitive Groups,Ozone,06-037-9033,14
2015-07-02,California,Los Angeles,6,37,143,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2015-07-03,California,Los Angeles,6,37,97,Moderate,Ozone,06-037-0016,15
2015-07-04,California,Los Angeles,6,37,111,Unhealthy for Sensitive Groups,PM2.5,06-037-0016,15
2015-07-05,California,Los Angeles,6,37,167,Unhealthy,PM2.5,06-037-0016,16
2015-07-06,California,Los Angeles,6,37,87,Moderate,Ozone,06-037-9033,14
2015-07-07,California,Los Angeles,6,37,108,Unhealthy for Sensitive Groups,Ozone,06-037-9033,15
2015-07-08,California,Los Angeles,6,37,67,Moderate,PM2.5,06-037-1201,15
2015-07-09,California,Los Angeles,6,37,62,Moderate,PM2.5,06-037-1201,13
2015-07-10,California,Los Angeles,6,37,57,Moderate,PM2.5,06-037-1201,15
2015-07-11,California,Los Angeles,6,37,80,Moderate,Ozone,06-037-9033,16
2015-07-12,California,Los Angeles,6,37,74,Moderate,Ozone,06-037-9033,15
2015-07-13,California,Los Angeles,6,37,77,Moderate,Ozone,06-037-9033,15
2015-07-14,California,Los Angeles,6,37,66,Moderate,PM2.5,06-037-1201,17
2015-07-15,California,Los Angeles,6,37,105,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2015-07-16,California,Los Angeles,6,37,119,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2015-07-17,California,Los Angeles,6,37,119,Unhealthy for Sensitive Groups,Ozone,06-037-9033,17
2015-07-18,California,Los Angeles,6,37,63,Moderate,PM2.5,06-037-1201,16
2015-07-19,California,Los Angeles,6,37,58,Moderate,PM2.5,06-037-1201,16
2015-07-20,California,Los Angeles,6,37,54,Moderate,PM2.5,06-037-1201,17
2015-07-21,California,Los Angeles,6,37,71,Moderate,Ozone,06-037-9033,16
2015-07-22,California,Los Angeles,6,37,85,Moderate,PM10,06-037-9033,16
2015-07-23,California,Los Angeles,6,37,58,Moderate,Ozone,06-037-9033,17
2015-07-24,California,Los Angeles,6,37,90,Moderate,Ozone,06-037-1701,16
2015-07-25,California,Los Angeles,6,37,100,Moderate,Ozone,06-037-0016,16
2015-07-26,California,Los Angeles,6,37,90,Moderate,Ozone,06-037-9033,17
2015-07-27,California,Los Angeles,6,37,112,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2015-07-28,California,Los Angeles,6,37,177,Unhealthy,Ozone,06-037-9033,15
2015-07-29,California,Los Angeles,6,37,151,Unhealthy,Ozone,06-037-1701,17
2015-07-30,California,Los Angeles,6,37,112,Unhealthy for Sensitive Groups,Ozone,06-037-1701,16
2015-07-31,California,Los Angeles,6,37,115,Unhealthy for Sensitive Groups,Ozone,06-037-1701,16
2015-08-01,California,Los Angeles,6,37,133,Unhealthy for Sensitive Groups,Ozone,06-037-1701,17
2015-08-02,California,Los Angeles,6,37,133,Unhealthy for Sensitive Groups,Ozone,06-037-1701,15
2015-08-03,California,Los Angeles,6,37,126,Unhealthy for Sensitive Groups,Ozone,06-037-6012,16
2015-08-04,California,Los Angeles,6,37,126,Unhealthy for Sensitive Groups,Ozone,06-037-1701,17
2015-08-05,California,Los Angeles,6,37,105,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2015-08-06,California,Los Angeles,6,37,77,Moderate,Ozone,06-037-6012,16
2015-08-07,California,Los Angeles,6,37,87,Moderate,Ozone,06-037-9033,17
2015-08-08,California,Los Angeles,6,37,126,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2015-08-09,California,Los Angeles,6,37,122,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2015-08-10,California,Los Angeles,6,37,108,Unhealthy for Sensitive Groups,Ozone,06-037-9033,17
2015-08-11,California,Los Angeles,6,37,115,Unhealthy for Sensitive Groups,Ozone,06-037-6012,16
2015-08-12,California,Los Angeles,6,37,119,Unhealthy for Sensitive Groups,Ozone,06-037-1701,15
2015-08-13,California,Los Angeles,6,37,126,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2015-08-14,California,Los Angeles,6,37,105,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2015-08-15,California,Los Angeles,6,37,143,Unhealthy for Sensitive Groups,Ozone,06-037-1701,16
2015-08-16,California,Los Angeles,6,37,177,Unhealthy,Ozone,06-037-1701,16
2015-08-17,California,Los Angeles,6,37,129,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2015-08-18,California,Los Angeles,6,37,156,Unhealthy,Ozone,06-037-9033,15
2015-08-19,California,Los Angeles,6,37,150,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2015-08-20,California,Los Angeles,6,37,164,Unhealthy,Ozone,06-037-9033,14
2015-08-21,California,Los Angeles,6,37,169,Unhealthy,Ozone,06-037-9033,15
2015-08-22,California,Los Angeles,6,37,161,Unhealthy,Ozone,06-037-9033,17
2015-08-23,California,Los Angeles,6,37,151,Unhealthy,Ozone,06-037-1701,15
2015-08-24,California,Los Angeles,6,37,151,Unhealthy,Ozone,06-037-0016,14
2015-08-25,California,Los Angeles,6,37,84,Moderate,Ozone,06-037-9033,17
2015-08-26,California,Los Angeles,6,37,143,Unhealthy for Sensitive Groups,Ozone,06-037-9033,14
2015-08-27,California,Los Angeles,6,37,151,Unhealthy,Ozone,06-037-0016,15
2015-08-28,California,Los Angeles,6,37,143,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2015-08-29,California,Los Angeles,6,37,129,Unhealthy for Sensitive Groups,Ozone,06-037-0016,15
2015-08-30,California,Los Angeles,6,37,80,Moderate,Ozone,06-037-6012,15
2015-08-31,California,Los Angeles,6,37,93,Moderate,Ozone,06-037-9033,16
2015-09-01,California,Los Angeles,6,37,126,Unhealthy for Sensitive Groups,Ozone,06-037-9033,15
2015-09-02,California,Los Angeles,6,37,150,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2015-09-03,California,Los Angeles,6,37,97,Moderate,Ozone,06-037-9033,17
2015-09-04,California,Los Angeles,6,37,122,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2015-09-05,California,Los Angeles,6,37,122,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2015-09-06,California,Los Angeles,6,37,105,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2015-09-07,California,Los Angeles,6,37,67,Moderate,Ozone,06-037-0113,16
2015-09-08,California,Los Angeles,6,37,58,Moderate,Ozone,06-037-1701,16
2015-09-09,California,Los Angeles,6,37,77,Moderate,Ozone,06-037-9033,17
2015-09-10,California,Los Angeles,6,37,154,Unhealthy,Ozone,06-037-9033,15
2015-09-11,California,Los Angeles,6,37,133,Unhealthy for Sensitive Groups,Ozone,06-037-9033,15
2015-09-12,California,Los Angeles,6,37,64,Moderate,Ozone,06-037-9033,17
2015-09-13,California,Los Angeles,6,37,67,Moderate,Ozone,06-037-1701,15
2015-09-14,California,Los Angeles,6,37,63,Moderate,PM2.5,06-037-1201,16
2015-09-15,California,Los Angeles,6,37,49,Good,PM2.5,06-037-1201,17
2015-09-16,California,Los Angeles,6,37,68,Moderate,PM2.5,06-037-1201,16
2015-09-17,California,Los Angeles,6,37,64,Moderate,Ozone,06-037-9033,16
2015-09-18,California,Los Angeles,6,37,129,Unhealthy for Sensitive Groups,Ozone,06-037-0016,16
2015-09-19,California,Los Angeles,6,37,179,Unhealthy,Ozone,06-037-0016,16
2015-09-20,California,Los Angeles,6,37,143,Unhealthy for Sensitive Groups,Ozone,06-037-1701,16
2015-09-21,California,Los Angeles,6,37,129,Unhealthy for Sensitive Groups,Ozone,06-037-9033,17
2015-09-22,California,Los Angeles,6,37,147,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2015-09-23,California,Los Angeles,6,37,161,Unhealthy,Ozone,06-037-6012,16
2015-09-24,California,Los Angeles,6,37,169,Unhealthy,Ozone,06-037-0016,17
2015-09-25,California,Los Angeles,6,37,136,Unhealthy for Sensitive Groups,Ozone,06-037-1701,16
2015-09-26,California,Los Angeles,6,37,154,Unhealthy,Ozone,06-037-1701,16
2015-09-27,California,Los Angeles,6,37,129,Unhealthy for Sensitive Groups,Ozone,06-037-0016,16
2015-09-28,California,Los Angeles,6,37,126,Unhealthy for Sensitive Groups,Ozone,06-037-9033,15
2015-09-29,California,Los Angeles,6,37,105,Unhealthy for Sensitive Groups,Ozone,06-037-9033,15
2015-09-30,California,Los Angeles,6,37,140,Unhealthy for Sensitive Groups,Ozone,06-037-1701,16
2015-10-01,California,Los Angeles,6,37,71,Moderate,Ozone,06-037-9033,16
2015-10-02,California,Los Angeles,6,37,56,Moderate,PM2.5,06-037-1103,16
2015-10-03,California,Los Angeles,6,37,115,Unhealthy for Sensitive Groups,Ozone,06-037-9033,17
2015-10-04,California,Los Angeles,6,37,58,Moderate,Ozone,06-037-9033,16
2015-10-05,California,Los Angeles,6,37,54,Moderate,Ozone,06-037-9033,16
2015-10-06,California,Los Angeles,6,37,56,Moderate,PM2.5,06-037-1201,17
2015-10-07,California,Los Angeles,6,37,71,Moderate,Ozone,06-037-1201,16
2015-10-08,California,Los Angeles,6,37,108,Unhealthy for Sensitive Groups,Ozone,06-037-0016,16
2015-10-09,California,Los Angeles,6,37,101,Unhealthy for Sensitive Groups,Ozone,06-037-5005,16
2015-10-10,California,Los Angeles,6,37,93,Moderate,Ozone,06-037-5005,15
2015-10-11,California,Los Angeles,6,37,122,Unhealthy for Sensitive Groups,Ozone,06-037-5005,16
2015-10-12,California,Los Angeles,6,37,112,Unhealthy for Sensitive Groups,Ozone,06-037-5005,17
2015-10-13,California,Los Angeles,6,37,122,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2015-10-14,California,Los Angeles,6,37,65,Moderate,PM2.5,06-037-1103,16
2015-10-15,California,Los Angeles,6,37,59,Moderate,PM2.5,06-037-1103,17
2015-10-16,California,Los Angeles,6,37,64,Moderate,PM2.5,06-037-1201,15
2015-10-17,California,Los Angeles,6,37,62,Moderate,PM2.5,06-037-1103,16
2015-10-18,California,Los Angeles,6,37,56,Moderate,PM2.5,06-037-1201,17
2015-10-19,California,Los Angeles,6,37,56,Moderate,PM2.5,06-037-1201,16
2015-10-20,California,Los Angeles,6,37,57,Moderate,PM2.5,06-037-1103,16
2015-10-21,California,Los Angeles,6,37,55,Moderate,PM2.5,06-037-1103,16
2015-10-22,California,Los Angeles,6,37,61,Moderate,Ozone,06-037-9033,16
2015-10-23,California,Los Angeles,6,37,69,Moderate,PM2.5,06-037-1103,15
2015-10-24,California,Los Angeles,6,37,58,Moderate,Ozone,06-037-0016,16
2015-10-25,California,Los Angeles,6,37,61,Moderate,PM2.5,06-037-1201,16
2015-10-26,California,Los Angeles,6,37,97,Moderate,Ozone,06-037-5005,16
2015-10-27,California,Los Angeles,6,37,74,Moderate,PM2.5,06-037-1103,16
2015-10-28,California,Los Angeles,6,37,72,Moderate,PM2.5,06-037-1103,16
2015-10-29,California,Los Angeles,6,37,46,Good,Ozone,06-037-9033,16
2015-10-30,California,Los Angeles,6,37,52,Moderate,NO2,06-037-1103,17
2015-10-31,California,Los Angeles,6,37,54,Moderate,Ozone,06-037-6012,16
2015-11-01,California,Los Angeles,6,37,108,Unhealthy for Sensitive Groups,Ozone,06-037-1701,16
2015-11-02,California,Los Angeles,6,37,59,Moderate,PM2.5,06-037-1201,17
2015-11-03,California,Los Angeles,6,37,45,Good,PM2.5,06-037-1201,16
2015-11-04,California,Los Angeles,6,37,42,Good,Ozone,06-037-9033,16
2015-11-05,California,Los Angeles,6,37,49,Good,PM2.5,06-037-1201,17
2015-11-06,California,Los Angeles,6,37,52,Moderate,PM2.5,06-037-4004,16
2015-11-07,California,Los Angeles,6,37,51,Moderate,PM2.5,06-037-4008,16
2015-11-08,California,Los Angeles,6,37,56,Moderate,PM2.5,06-037-4008,17
2015-11-09,California,Los Angeles,6,37,59,Moderate,PM2.5,06-037-1201,16
2015-11-10,California,Los Angeles,6,37,50,Good,PM2.5,06-037-1201,16
2015-11-11,California,Los Angeles,6,37,48,Good,NO2,06-037-4006,16
2015-11-12,California,Los Angeles,6,37,54,Moderate,NO2,06-037-1103,15
2015-11-13,California,Los Angeles,6,37,62,Moderate,NO2,06-037-4006,16
2015-11-14,California,Los Angeles,6,37,72,Moderate,PM2.5,06-037-1302,17
2015-11-15,California,Los Angeles,6,37,63,Moderate,PM2.5,06-037-1201,16
2015-11-16,California,Los Angeles,6,37,40,Good,Ozone,06-037-9033,16
2015-11-17,California,Los Angeles,6,37,55,Moderate,PM2.5,06-037-4008,17
2015-11-18,California,Los Angeles,6,37,67,Moderate,NO2,06-037-4008,16
2015-11-19,California,Los Angeles,6,37,72,Moderate,NO2,06-037-4008,16
2015-11-20,California,Los Angeles,6,37,73,Moderate,NO2,06-037-1103,17
2015-11-21,California,Los Angeles,6,37,64,Moderate,NO2,06-037-4008,16
2015-11-22,California,Los Angeles,6,37,48,Good,NO2,06-037-4006,16
2015-11-23,California,Los Angeles,6,37,61,Moderate,NO2,06-037-4008,17
2015-11-24,California,Los Angeles,6,37,60,Moderate,PM2.5,06-037-1201,16
2015-11-25,California,Los Angeles,6,37,52,Moderate,PM2.5,06-037-1201,16
2015-11-26,California,Los Angeles,6,37,65,Moderate,PM2.5,06-037-1302,17
2015-11-27,California,Los Angeles,6,37,60,Moderate,PM2.5,06-037-1201,16
2015-11-28,California,Los Angeles,6,37,57,Moderate,PM2.5,06-037-1201,16
2015-11-29,California,Los Angeles,6,37,50,Good,PM2.5,06-037-1201,17
2015-11-30,California,Los Angeles,6,37,62,Moderate,NO2,06-037-4008,16
2015-12-01,California,Los Angeles,6,37,72,Moderate,NO2,06-037-4008,16
2015-12-02,California,Los Angeles,6,37,63,Moderate,NO2,06-037-4008,16
2015-12-03,California,Los Angeles,6,37,61,Moderate,NO2,06-037-4008,16
2015-12-04,California,Los Angeles,6,37,62,Moderate,PM2.5,06-037-1201,16
2015-12-05,California,Los Angeles,6,37,65,Moderate,PM2.5,06-037-1201,17
2015-12-06,California,Los Angeles,6,37,61,Moderate,PM2.5,06-037-1201,16
2015-12-07,California,Los Angeles,6,37,66,Moderate,NO2,06-037-4008,16
2015-12-08,California,Los Angeles,6,37,71,Moderate,PM2.5,06-037-4008,16
2015-12-09,California,Los Angeles,6,37,88,Moderate,PM2.5,06-037-1103,15
2015-12-10,California,Los Angeles,6,37,76,Moderate,PM2.5,06-037-1201,16
2015-12-11,California,Los Angeles,6,37,47,Good,NO2,06-037-4008,17
2015-12-12,California,Los Angeles,6,37,39,Good,Ozone,06-037-9033,16
2015-12-13,California,Los Angeles,6,37,51,Moderate,PM2.5,06-037-4004,16
2015-12-14,California,Los Angeles,6,37,38,Good,Ozone,06-037-9033,17
2015-12-15,California,Los Angeles,6,37,53,Moderate,NO2,06-037-4008,15
2015-12-16,California,Los Angeles,6,37,58,Moderate,PM2.5,06-037-4008,15
2015-12-17,California,Los Angeles,6,37,67,Moderate,PM2.5,06-037-4008,16
2015-12-18,California,Los Angeles,6,37,67,Moderate,PM2.5,06-037-1201,16
2015-12-19,California,Los Angeles,6,37,81,Moderate,PM2.5,06-037-1201,16
2015-12-20,California,Los Angeles,6,37,73,Moderate,PM2.5,06-037-1201,17
2015-12-21,California,Los Angeles,6,37,76,Moderate,PM2.5,06-037-1201,16
2015-12-22,California,Los Angeles,6,37,67,Moderate,PM2.5,06-037-1201,16
2015-12-23,California,Los Angeles,6,37,54,Moderate,PM2.5,06-037-1201,17
2015-12-24,California,Los Angeles,6,37,58,Moderate,PM2.5,06-037-1201,16
2015-12-25,California,Los Angeles,6,37,52,Moderate,PM2.5,06-037-1201,16
2015-12-26,California,Los Angeles,6,37,57,Moderate,PM2.5,06-037-1302,17
2015-12-27,California,Los Angeles,6,37,74,Moderate,PM2.5,06-037-4008,16
2015-12-28,California,Los Angeles,6,37,67,Moderate,PM2.5,06-037-1201,16
2015-12-29,California,Los Angeles,6,37,63,Moderate,PM2.5,06-037-4008,17
2015-12-30,California,Los Angeles,6,37,83,Moderate,PM2.5,06-037-1201,16
2015-12-31,California,Los Angeles,6,37,84,Moderate,PM2.5,06-037-4008,16
2016-01-01,California,Los Angeles,6,37,101,Unhealthy for Sensitive Groups,PM2.5,06-037-4008,17
2016-01-02,California,Los Angeles,6,37,80,Moderate,PM2.5,06-037-1201,16
2016-01-03,California,Los Angeles,6,37,100,Moderate,PM2.5,06-037-4008,16
2016-01-04,California,Los Angeles,6,37,64,Moderate,PM2.5,06-037-1201,16
2016-01-05,California,Los Angeles,6,37,53,Moderate,PM2.5,06-037-1201,16
2016-01-06,California,Los Angeles,6,37,61,Moderate,PM2.5,06-037-1201,15
2016-01-07,California,Los Angeles,6,37,57,Moderate,PM2.5,06-037-1201,15
2016-01-08,California,Los Angeles,6,37,59,Moderate,PM2.5,06-037-4008,15
2016-01-09,California,Los Angeles,6,37,75,Moderate,PM2.5,06-037-1201,15
2016-01-10,California,Los Angeles,6,37,75,Moderate,PM2.5,06-037-1201,15
2016-01-11,California,Los Angeles,6,37,73,Moderate,PM2.5,06-037-4008,15
2016-01-12,California,Los Angeles,6,37,60,Moderate,PM2.5,06-037-4008,14
2016-01-13,California,Los Angeles,6,37,71,Moderate,PM2.5,06-037-4008,17
2016-01-14,California,Los Angeles,6,37,75,Moderate,PM2.5,06-037-1103,15
2016-01-15,California,Los Angeles,6,37,71,Moderate,PM2.5,06-037-1103,16
2016-01-16,California,Los Angeles,6,37,81,Moderate,PM2.5,06-037-1201,17
2016-01-17,California,Los Angeles,6,37,100,Moderate,PM2.5,06-037-4004,15
2016-01-18,California,Los Angeles,6,37,72,Moderate,PM2.5,06-037-1201,16
2016-01-19,California,Los Angeles,6,37,65,Moderate,PM2.5,06-037-0016,17
2016-01-20,California,Los Angeles,6,37,73,Moderate,PM2.5,06-037-1201,16
2016-01-21,California,Los Angeles,6,37,54,Moderate,PM2.5,06-037-4008,16
2016-01-22,California,Los Angeles,6,37,68,Moderate,PM2.5,06-037-4004,16
2016-01-23,California,Los Angeles,6,37,66,Moderate,PM2.5,06-037-1103,16
2016-01-24,California,Los Angeles,6,37,63,Moderate,PM2.5,06-037-4008,16
2016-01-25,California,Los Angeles,6,37,61,Moderate,PM2.5,06-037-4008,17
2016-01-26,California,Los Angeles,6,37,68,Moderate,NO2,06-037-4008,16
2016-01-27,California,Los Angeles,6,37,62,Moderate,NO2,06-037-4008,16
2016-01-28,California,Los Angeles,6,37,72,Moderate,PM2.5,06-037-4008,17
2016-01-29,California,Los Angeles,6,37,72,Moderate,PM2.5,06-037-1103,15
2016-01-30,California,Los Angeles,6,37,66,Moderate,PM2.5,06-037-1201,16
2016-01-31,California,Los Angeles,6,37,40,Good,Ozone,06-037-5005,17
2016-02-01,California,Los Angeles,6,37,47,Good,NO2,06-037-4008,16
2016-02-02,California,Los Angeles,6,37,52,Moderate,NO2,06-037-4008,15
2016-02-03,California,Los Angeles,6,37,56,Moderate,NO2,06-037-4008,17
2016-02-04,California,Los Angeles,6,37,58,Moderate,PM2.5,06-037-4008,16
2016-02-05,California,Los Angeles,6,37,66,Moderate,NO2,06-037-4008,15
2016-02-06,California,Los Angeles,6,37,55,Moderate,PM2.5,06-037-4008,17
2016-02-07,California,Los Angeles,6,37,65,Moderate,PM2.5,06-037-4008,16
2016-02-08,California,Los Angeles,6,37,87,Moderate,NO2,06-037-4008,16
2016-02-09,California,Los Angeles,6,37,62,Moderate,NO2,06-037-4008,16
2016-02-10,California,Los Angeles,6,37,68,Moderate,NO2,06-037-4008,16
2016-02-11,California,Los Angeles,6,37,84,Moderate,PM2.5,06-037-4008,16
2016-02-12,California,Los Angeles,6,37,90,Moderate,PM2.5,06-037-4008,17
2016-02-13,California,Los Angeles,6,37,113,Unhealthy for Sensitive Groups,PM2.5,06-037-1103,16
2016-02-14,California,Los Angeles,6,37,95,Moderate,PM2.5,06-037-4004,16
2016-02-15,California,Los Angeles,6,37,80,Moderate,NO2,06-037-5005,16
2016-02-16,California,Los Angeles,6,37,63,Moderate,NO2,06-037-4008,15
2016-02-17,California,Los Angeles,6,37,55,Moderate,PM2.5,06-037-1103,15
2016-02-18,California,Los Angeles,6,37,44,Good,Ozone,06-037-1201,17
2016-02-19,California,Los Angeles,6,37,55,Moderate,PM2.5,06-037-1103,16
2016-02-20,California,Los Angeles,6,37,60,Moderate,PM2.5,06-037-4008,16
2016-02-21,California,Los Angeles,6,37,74,Moderate,PM2.5,06-037-1103,17
2016-02-22,California,Los Angeles,6,37,69,Moderate,PM2.5,06-037-1103,16
2016-02-23,California,Los Angeles,6,37,67,Moderate,NO2,06-037-4008,15
2016-02-24,California,Los Angeles,6,37,55,Moderate,NO2,06-037-4008,17
2016-02-25,California,Los Angeles,6,37,67,Moderate,Ozone,06-037-1201,16
2016-02-26,California,Los Angeles,6,37,70,Moderate,PM2.5,06-037-1103,16
2016-02-27,California,Los Angeles,6,37,90,Moderate,Ozone,06-037-0016,17
2016-02-28,California,Los Angeles,6,37,115,Unhealthy for Sensitive Groups,Ozone,06-037-1701,16
2016-02-29,California,Los Angeles,6,37,109,Unhealthy for Sensitive Groups,PM2.5,06-037-1103,16
2016-03-01,California,Los Angeles,6,37,134,Unhealthy for Sensitive Groups,PM2.5,06-037-1103,16
2016-03-02,California,Los Angeles,6,37,124,Unhealthy for Sensitive Groups,PM2.5,06-037-1103,16
2016-03-03,California,Los Angeles,6,37,86,Moderate,PM2.5,06-037-1103,16
2016-03-04,California,Los Angeles,6,37,85,Moderate,PM2.5,06-037-1103,17
2016-03-05,California,Los Angeles,6,37,63,Moderate,PM2.5,06-037-1201,16
2016-03-06,California,Los Angeles,6,37,45,Good,Ozone,06-037-9033,16
2016-03-07,California,Los Angeles,6,37,44,Good,Ozone,06-037-5005,16
2016-03-08,California,Los Angeles,6,37,44,Good,Ozone,06-037-9033,15
2016-03-09,California,Los Angeles,6,37,53,Moderate,PM2.5,06-037-1103,15
2016-03-10,California,Los Angeles,6,37,62,Moderate,PM2.5,06-037-1103,16
2016-03-11,California,Los Angeles,6,37,45,Good,PM2.5,06-037-1201,15
2016-03-12,California,Los Angeles,6,37,50,Good,PM2.5,06-037-1201,16
2016-03-13,California,Los Angeles,6,37,54,Moderate,PM2.5,06-037-1201,16
2016-03-14,California,Los Angeles,6,37,43,Good,Ozone,06-037-9033,16
