Date,State Name,county Name,State Code,County Code,AQI,Category,Defining Parameter,Defining Site,Number of Sites Reporting
2017-01-26,California,Los Angeles,6,37,69,Moderate,PM2.5,06-037-4008,16
2017-01-27,California,Los Angeles,6,37,65,Moderate,PM2.5,06-037-4008,16
2017-01-28,California,Los Angeles,6,37,75,Moderate,PM2.5,06-037-4008,17
2017-01-29,California,Los Angeles,6,37,66,Moderate,PM2.5,06-037-4008,16
2017-01-30,California,Los Angeles,6,37,77,Moderate,NO2,06-037-4008,16
2017-01-31,California,Los Angeles,6,37,75,Moderate,PM2.5,06-037-4008,17
2017-02-01,California,Los Angeles,6,37,71,Moderate,PM2.5,06-037-4008,16
2017-02-02,California,Los Angeles,6,37,74,Moderate,PM2.5,06-037-1201,16
2017-02-03,California,Los Angeles,6,37,64,Moderate,PM2.5,06-037-1201,17
2017-02-04,California,Los Angeles,6,37,53,Moderate,PM2.5,06-037-1201,16
2017-02-05,California,Los Angeles,6,37,66,Moderate,PM2.5,06-037-1201,16
2017-02-06,California,Los Angeles,6,37,45,Good,PM2.5,06-037-1201,17
2017-02-07,California,Los Angeles,6,37,41,Good,PM2.5,06-037-1201,16
2017-02-08,California,Los Angeles,6,37,49,Good,PM2.5,06-037-1201,16
2017-02-09,California,Los Angeles,6,37,52,Moderate,PM2.5,06-037-1103,17
2017-02-10,California,Los Angeles,6,37,57,Moderate,PM2.5,06-037-1103,16
2017-02-11,California,Los Angeles,6,37,49,Good,PM2.5,06-037-4008,16
2017-02-12,California,Los Angeles,6,37,55,Moderate,PM2.5,06-037-4008,16
2017-02-13,California,Los Angeles,6,37,58,Moderate,PM2.5,06-037-4008,16
2017-02-14,California,Los Angeles,6,37,59,Moderate,PM2.5,06-037-1201,16
2017-02-15,California,Los Angeles,6,37,70,Moderate,PM2.5,06-037-4008,16
2017-02-16,California,Los Angeles,6,37,61,Moderate,PM2.5,06-037-1103,16
2017-02-17,California,Los Angeles,6,37,49,Good,Ozone,06-037-0002,16
2017-02-18,California,Los Angeles,6,37,46,Good,Ozone,06-037-1201,16
2017-02-19,California,Los Angeles,6,37,46,Good,PM2.5,06-037-1201,16
2017-02-20,California,Los Angeles,6,37,51,Moderate,PM2.5,06-037-1201,16
2017-02-21,California,Los Angeles,6,37,56,Moderate,PM2.5,06-037-4004,16
2017-02-22,California,Los Angeles,6,37,48,Good,NO2,06-037-4008,15
2017-02-23,California,Los Angeles,6,37,50,Good,NO2,06-037-4008,16
2017-02-24,California,Los Angeles,6,37,63,Moderate,NO2,06-037-4008,16
2017-02-25,California,Los Angeles,6,37,60,Moderate,PM2.5,06-037-1201,16
2017-02-26,California,Los Angeles,6,37,44,Good,PM2.5,06-037-1201,16
2017-02-27,California,Los Angeles,6,37,48,Good,NO2,06-037-4008,16
2017-02-28,California,Los Angeles,6,37,57,Moderate,NO2,06-037-4008,15
2017-03-01,California,Los Angeles,6,37,60,Moderate,NO2,06-037-4008,16
2017-03-02,California,Los Angeles,6,37,66,Moderate,NO2,06-037-4008,16
2017-03-03,California,Los Angeles,6,37,56,Moderate,NO2,06-037-4008,16
2017-03-04,California,Los Angeles,6,37,61,Moderate,PM2.5,06-037-1201,16
2017-03-05,California,Los Angeles,6,37,45,Good,Ozone,06-037-1201,16
2017-03-06,California,Los Angeles,6,37,48,Good,NO2,06-037-4008,16
2017-03-07,California,Los Angeles,6,37,52,Moderate,PM2.5,06-037-4004,16
2017-03-08,California,Los Angeles,6,37,62,Moderate,NO2,06-037-4008,15
2017-03-09,California,Los Angeles,6,37,77,Moderate,Ozone,06-037-1201,16
2017-03-10,California,Los Angeles,6,37,101,Unhealthy for Sensitive Groups,Ozone,06-037-1201,16
2017-03-11,California,Los Angeles,6,37,101,Unhealthy for Sensitive Groups,Ozone,06-037-0002,16
2017-03-12,California,Los Angeles,6,37,101,Unhealthy for Sensitive Groups,Ozone,06-037-0002,15
2017-03-13,California,Los Angeles,6,37,125,Unhealthy for Sensitive Groups,PM2.5,06-037-1103,15
2017-03-14,California,Los Angeles,6,37,102,Unhealthy for Sensitive Groups,PM2.5,06-037-4004,16
2017-03-15,California,Los Angeles,6,37,82,Moderate,PM2.5,06-037-4004,16
2017-03-16,California,Los Angeles,6,37,72,Moderate,PM2.5,06-037-1103,16
2017-03-17,California,Los Angeles,6,37,89,Moderate,PM2.5,06-037-1103,16
2017-03-18,California,Los Angeles,6,37,101,Unhealthy for Sensitive Groups,PM2.5,06-037-1103,16
2017-03-19,California,Los Angeles,6,37,79,Moderate,PM2.5,06-037-1103,16
2017-03-20,California,Los Angeles,6,37,62,Moderate,PM2.5,06-037-1201,16
2017-03-21,California,Los Angeles,6,37,54,Moderate,PM2.5,06-037-1201,15
2017-03-22,California,Los Angeles,6,37,54,Moderate,PM2.5,06-037-1201,16
2017-03-23,California,Los Angeles,6,37,47,Good,Ozone,06-037-1201,16
2017-03-24,California,Los Angeles,6,37,56,Moderate,PM2.5,06-037-1201,16
2017-03-25,California,Los Angeles,6,37,45,Good,PM2.5,06-037-1201,16
2017-03-26,California,Los Angeles,6,37,56,Moderate,PM2.5,06-037-1201,16
2017-03-27,California,Los Angeles,6,37,48,Good,PM2.5,06-037-1201,16
2017-03-28,California,Los Angeles,6,37,52,Moderate,PM2.5,06-037-4008,16
2017-03-29,California,Los Angeles,6,37,64,Moderate,Ozone,06-037-0016,16
2017-03-30,California,Los Angeles,6,37,56,Moderate,PM2.5,06-037-4004,16
2017-03-31,California,Los Angeles,6,37,55,Moderate,PM2.5,06-037-0016,13
2017-04-01,California,Los Angeles,6,37,58,Moderate,PM2.5,06-037-1201,16
2017-04-02,California,Los Angeles,6,37,61,Moderate,Ozone,06-037-0016,16
2017-04-03,California,Los Angeles,6,37,75,Moderate,PM2.5,06-037-1201,16
2017-04-04,California,Los Angeles,6,37,77,Moderate,PM2.5,06-037-1201,16
2017-04-05,California,Los Angeles,6,37,100,Moderate,Ozone,06-037-6012,16
2017-04-06,California,Los Angeles,6,37,69,Moderate,PM2.5,06-037-1103,15
2017-04-07,California,Los Angeles,6,37,77,Moderate,Ozone,06-037-0016,16
2017-04-08,California,Los Angeles,6,37,50,Good,Ozone,06-037-1201,16
2017-04-09,California,Los Angeles,6,37,67,Moderate,Ozone,06-037-1201,16
2017-04-10,California,Los Angeles,6,37,97,Moderate,Ozone,06-037-1201,16
2017-04-11,California,Los Angeles,6,37,87,Moderate,Ozone,06-037-9033,16
2017-04-12,California,Los Angeles,6,37,55,Moderate,PM2.5,06-037-1201,16
2017-04-13,California,Los Angeles,6,37,44,Good,Ozone,06-037-5005,16
2017-04-14,California,Los Angeles,6,37,58,Moderate,Ozone,06-037-1201,16
2017-04-15,California,Los Angeles,6,37,112,Unhealthy for Sensitive Groups,Ozone,06-037-1201,16
2017-04-16,California,Los Angeles,6,37,108,Unhealthy for Sensitive Groups,Ozone,06-037-0002,16
2017-04-17,California,Los Angeles,6,37,41,Good,NO2,06-037-4008,16
2017-04-18,California,Los Angeles,6,37,34,Good,NO2,06-037-4008,16
2017-04-19,California,Los Angeles,6,37,49,Good,Ozone,06-037-9033,16
2017-04-20,California,Los Angeles,6,37,67,Moderate,Ozone,06-037-1201,15
2017-04-21,California,Los Angeles,6,37,119,Unhealthy for Sensitive Groups,Ozone,06-037-0016,16
2017-04-22,California,Los Angeles,6,37,161,Unhealthy,Ozone,06-037-0002,16
2017-04-23,California,Los Angeles,6,37,84,Moderate,Ozone,06-037-0002,16
2017-04-24,California,Los Angeles,6,37,57,Moderate,PM2.5,06-037-0016,16
2017-04-25,California,Los Angeles,6,37,71,Moderate,Ozone,06-037-1201,16
2017-04-26,California,Los Angeles,6,37,53,Moderate,PM2.5,06-037-0016,16
2017-04-27,California,Los Angeles,6,37,74,Moderate,Ozone,06-037-1201,16
2017-04-28,California,Los Angeles,6,37,84,Moderate,Ozone,06-037-0002,16
2017-04-29,California,Los Angeles,6,37,100,Moderate,Ozone,06-037-0002,16
2017-04-30,California,Los Angeles,6,37,112,Unhealthy for Sensitive Groups,Ozone,06-037-0002,16
2017-05-01,California,Los Angeles,6,37,140,Unhealthy for Sensitive Groups,Ozone,06-037-1201,16
2017-05-02,California,Los Angeles,6,37,147,Unhealthy for Sensitive Groups,Ozone,06-037-6012,16
2017-05-03,California,Los Angeles,6,37,156,Unhealthy,Ozone,06-037-6012,16
2017-05-04,California,Los Angeles,6,37,126,Unhealthy for Sensitive Groups,Ozone,06-037-0016,16
2017-05-05,California,Los Angeles,6,37,80,Moderate,PM2.5,06-037-1201,16
2017-05-06,California,Los Angeles,6,37,52,Moderate,PM2.5,06-037-1201,16
2017-05-07,California,Los Angeles,6,37,56,Moderate,PM2.5,06-037-0002,16
2017-05-08,California,Los Angeles,6,37,57,Moderate,PM2.5,06-037-1103,16
2017-05-09,California,Los Angeles,6,37,64,Moderate,PM2.5,06-037-1201,16
2017-05-10,California,Los Angeles,6,37,56,Moderate,PM2.5,06-037-1201,16
2017-05-11,California,Los Angeles,6,37,61,Moderate,Ozone,06-037-6012,16
2017-05-12,California,Los Angeles,6,37,70,Moderate,PM2.5,06-037-1103,16
2017-05-13,California,Los Angeles,6,37,67,Moderate,Ozone,06-037-0016,16
2017-05-14,California,Los Angeles,6,37,67,Moderate,Ozone,06-037-1201,16
2017-05-15,California,Los Angeles,6,37,52,Moderate,PM2.5,06-037-1201,16
2017-05-16,California,Los Angeles,6,37,54,Moderate,PM2.5,06-037-1201,16
2017-05-17,California,Los Angeles,6,37,59,Moderate,PM2.5,06-037-1201,16
2017-05-18,California,Los Angeles,6,37,61,Moderate,NO2,06-037-1602,16
2017-05-19,California,Los Angeles,6,37,84,Moderate,Ozone,06-037-0002,15
2017-05-20,California,Los Angeles,6,37,122,Unhealthy for Sensitive Groups,Ozone,06-037-0113,16
2017-05-21,California,Los Angeles,6,37,143,Unhealthy for Sensitive Groups,Ozone,06-037-0002,16
2017-05-22,California,Los Angeles,6,37,154,Unhealthy,Ozone,06-037-6012,16
2017-05-23,California,Los Angeles,6,37,112,Unhealthy for Sensitive Groups,Ozone,06-037-1201,16
2017-05-24,California,Los Angeles,6,37,119,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2017-05-25,California,Los Angeles,6,37,54,Moderate,PM2.5,06-037-1201,16
2017-05-26,California,Los Angeles,6,37,45,Good,Ozone,06-037-9033,15
2017-05-27,California,Los Angeles,6,37,64,Moderate,Ozone,06-037-9033,16
2017-05-28,California,Los Angeles,6,37,108,Unhealthy for Sensitive Groups,Ozone,06-037-1201,17
2017-05-29,California,Los Angeles,6,37,97,Moderate,Ozone,06-037-9033,16
2017-05-30,California,Los Angeles,6,37,93,Moderate,Ozone,06-037-9033,16
2017-05-31,California,Los Angeles,6,37,80,Moderate,PM2.5,06-037-1201,17
2017-06-01,California,Los Angeles,6,37,93,Moderate,Ozone,06-037-6012,16
2017-06-02,California,Los Angeles,6,37,136,Unhealthy for Sensitive Groups,Ozone,06-037-0002,16
2017-06-03,California,Los Angeles,6,37,169,Unhealthy,Ozone,06-037-6012,17
2017-06-04,California,Los Angeles,6,37,150,Unhealthy for Sensitive Groups,Ozone,06-037-0016,16
2017-06-05,California,Los Angeles,6,37,101,Unhealthy for Sensitive Groups,Ozone,06-037-6012,16
2017-06-06,California,Los Angeles,6,37,80,Moderate,PM2.5,06-037-1103,17
2017-06-07,California,Los Angeles,6,37,101,Unhealthy for Sensitive Groups,Ozone,06-037-9033,15
2017-06-08,California,Los Angeles,6,37,77,Moderate,Ozone,06-037-9033,16
2017-06-09,California,Los Angeles,6,37,50,Good,Ozone,06-037-0016,17
2017-06-10,California,Los Angeles,6,37,47,Good,PM2.5,06-037-1201,16
2017-06-11,California,Los Angeles,6,37,48,Good,PM2.5,06-037-1201,16
2017-06-12,California,Los Angeles,6,37,44,Good,Ozone,06-037-1201,17
2017-06-13,California,Los Angeles,6,37,93,Moderate,Ozone,06-037-6012,16
2017-06-14,California,Los Angeles,6,37,159,Unhealthy,Ozone,06-037-6012,16
2017-06-15,California,Los Angeles,6,37,143,Unhealthy for Sensitive Groups,Ozone,06-037-6012,17
2017-06-16,California,Los Angeles,6,37,195,Unhealthy,Ozone,06-037-6012,16
2017-06-17,California,Los Angeles,6,37,190,Unhealthy,Ozone,06-037-6012,16
2017-06-18,California,Los Angeles,6,37,164,Unhealthy,Ozone,06-037-6012,17
2017-06-19,California,Los Angeles,6,37,172,Unhealthy,Ozone,06-037-6012,16
2017-06-20,California,Los Angeles,6,37,197,Unhealthy,Ozone,06-037-6012,16
2017-06-21,California,Los Angeles,6,37,164,Unhealthy,Ozone,06-037-6012,17
2017-06-22,California,Los Angeles,6,37,115,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2017-06-23,California,Los Angeles,6,37,156,Unhealthy,Ozone,06-037-6012,16
2017-06-24,California,Los Angeles,6,37,151,Unhealthy,Ozone,06-037-6012,17
2017-06-25,California,Los Angeles,6,37,195,Unhealthy,Ozone,06-037-0016,16
2017-06-26,California,Los Angeles,6,37,129,Unhealthy for Sensitive Groups,Ozone,06-037-0016,16
2017-06-27,California,Los Angeles,6,37,115,Unhealthy for Sensitive Groups,Ozone,06-037-9033,17
2017-06-28,California,Los Angeles,6,37,115,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2017-06-29,California,Los Angeles,6,37,150,Unhealthy for Sensitive Groups,Ozone,06-037-6012,15
2017-06-30,California,Los Angeles,6,37,151,Unhealthy,Ozone,06-037-6012,17
2017-07-01,California,Los Angeles,6,37,143,Unhealthy for Sensitive Groups,Ozone,06-037-6012,16
2017-07-02,California,Los Angeles,6,37,115,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2017-07-03,California,Los Angeles,6,37,159,Unhealthy,Ozone,06-037-0016,17
2017-07-04,California,Los Angeles,6,37,169,Unhealthy,Ozone,06-037-0016,16
2017-07-05,California,Los Angeles,6,37,182,Unhealthy,Ozone,06-037-6012,16
2017-07-06,California,Los Angeles,6,37,204,Very Unhealthy,Ozone,06-037-6012,17
2017-07-07,California,Los Angeles,6,37,224,Very Unhealthy,Ozone,06-037-6012,16
2017-07-08,California,Los Angeles,6,37,209,Very Unhealthy,Ozone,06-037-1201,16
2017-07-09,California,Los Angeles,6,37,101,Unhealthy for Sensitive Groups,Ozone,06-037-2005,17
2017-07-10,California,Los Angeles,6,37,112,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2017-07-11,California,Los Angeles,6,37,71,Moderate,Ozone,06-037-9033,15
2017-07-12,California,Los Angeles,6,37,84,Moderate,Ozone,06-037-9033,17
2017-07-13,California,Los Angeles,6,37,97,Moderate,Ozone,06-037-9033,16
2017-07-14,California,Los Angeles,6,37,156,Unhealthy,Ozone,06-037-6012,16
2017-07-15,California,Los Angeles,6,37,203,Very Unhealthy,Ozone,06-037-6012,17
2017-07-16,California,Los Angeles,6,37,159,Unhealthy,Ozone,06-037-6012,16
2017-07-17,California,Los Angeles,6,37,101,Unhealthy for Sensitive Groups,Ozone,06-037-6012,16
2017-07-18,California,Los Angeles,6,37,154,Unhealthy,Ozone,06-037-6012,17
2017-07-19,California,Los Angeles,6,37,164,Unhealthy,Ozone,06-037-6012,16
2017-07-20,California,Los Angeles,6,37,136,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2017-07-21,California,Los Angeles,6,37,154,Unhealthy,Ozone,06-037-9033,17
2017-07-22,California,Los Angeles,6,37,177,Unhealthy,Ozone,06-037-6012,16
2017-07-23,California,Los Angeles,6,37,164,Unhealthy,Ozone,06-037-6012,16
2017-07-24,California,Los Angeles,6,37,68,Moderate,PM2.5,06-037-1201,17
2017-07-25,California,Los Angeles,6,37,84,Moderate,Ozone,06-037-6012,16
2017-07-26,California,Los Angeles,6,37,100,Moderate,Ozone,06-037-6012,16
2017-07-27,California,Los Angeles,6,37,105,Unhealthy for Sensitive Groups,Ozone,06-037-6012,17
2017-07-28,California,Los Angeles,6,37,126,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2017-07-29,California,Los Angeles,6,37,133,Unhealthy for Sensitive Groups,Ozone,06-037-0016,16
2017-07-30,California,Los Angeles,6,37,122,Unhealthy for Sensitive Groups,Ozone,06-037-6012,17
2017-07-31,California,Los Angeles,6,37,164,Unhealthy,Ozone,06-037-6012,16
2017-08-01,California,Los Angeles,6,37,140,Unhealthy for Sensitive Groups,Ozone,06-037-1201,16
2017-08-02,California,Los Angeles,6,37,122,Unhealthy for Sensitive Groups,Ozone,06-037-1201,17
2017-08-03,California,Los Angeles,6,37,161,Unhealthy,Ozone,06-037-1701,16
2017-08-04,California,Los Angeles,6,37,126,Unhealthy for Sensitive Groups,Ozone,06-037-9033,15
2017-08-05,California,Los Angeles,6,37,115,Unhealthy for Sensitive Groups,Ozone,06-037-6012,17
2017-08-06,California,Los Angeles,6,37,119,Unhealthy for Sensitive Groups,Ozone,06-037-6012,16
2017-08-07,California,Los Angeles,6,37,108,Unhealthy for Sensitive Groups,Ozone,06-037-1201,16
2017-08-08,California,Los Angeles,6,37,122,Unhealthy for Sensitive Groups,Ozone,06-037-0016,17
2017-08-09,California,Los Angeles,6,37,119,Unhealthy for Sensitive Groups,Ozone,06-037-0016,16
2017-08-10,California,Los Angeles,6,37,143,Unhealthy for Sensitive Groups,Ozone,06-037-1701,16
2017-08-11,California,Los Angeles,6,37,140,Unhealthy for Sensitive Groups,Ozone,06-037-1201,17
2017-08-12,California,Los Angeles,6,37,156,Unhealthy,Ozone,06-037-6012,16
2017-08-13,California,Los Angeles,6,37,150,Unhealthy for Sensitive Groups,Ozone,06-037-0002,16
2017-08-14,California,Los Angeles,6,37,97,Moderate,Ozone,06-037-0016,17
2017-08-15,California,Los Angeles,6,37,58,Moderate,PM2.5,06-037-1201,15
2017-08-16,California,Los Angeles,6,37,90,Moderate,Ozone,06-037-9033,16
2017-08-17,California,Los Angeles,6,37,93,Moderate,Ozone,06-037-9033,17
2017-08-18,California,Los Angeles,6,37,112,Unhealthy for Sensitive Groups,Ozone,06-037-6012,15
2017-08-19,California,Los Angeles,6,37,105,Unhealthy for Sensitive Groups,Ozone,06-037-1701,15
2017-08-20,California,Los Angeles,6,37,84,Moderate,PM2.5,06-037-4008,16
2017-08-21,California,Los Angeles,6,37,85,Moderate,PM2.5,06-037-4008,15
2017-08-22,California,Los Angeles,6,37,97,Moderate,Ozone,06-037-1201,14
2017-08-23,California,Los Angeles,6,37,126,Unhealthy for Sensitive Groups,Ozone,06-037-6012,16
2017-08-24,California,Los Angeles,6,37,115,Unhealthy for Sensitive Groups,Ozone,06-037-6012,15
2017-08-25,California,Los Angeles,6,37,154,Unhealthy,Ozone,06-037-6012,15
2017-08-26,California,Los Angeles,6,37,190,Unhealthy,Ozone,06-037-0016,16
2017-08-27,California,Los Angeles,6,37,164,Unhealthy,Ozone,06-037-0016,15
2017-08-28,California,Los Angeles,6,37,201,Very Unhealthy,Ozone,06-037-1701,15
2017-08-29,California,Los Angeles,6,37,208,Very Unhealthy,Ozone,06-037-0016,16
2017-08-30,California,Los Angeles,6,37,209,Very Unhealthy,Ozone,06-037-1701,15
2017-08-31,California,Los Angeles,6,37,174,Unhealthy,Ozone,06-037-2005,15
2017-09-01,California,Los Angeles,6,37,206,Very Unhealthy,Ozone,06-037-0016,16
2017-09-02,California,Los Angeles,6,37,156,Unhealthy,Ozone,06-037-1701,15
2017-09-03,California,Los Angeles,6,37,77,Moderate,Ozone,06-037-6012,15
2017-09-04,California,Los Angeles,6,37,64,Moderate,PM2.5,06-037-1201,16
2017-09-05,California,Los Angeles,6,37,69,Moderate,PM2.5,06-037-1201,15
2017-09-06,California,Los Angeles,6,37,65,Moderate,PM2.5,06-037-1201,15
2017-09-07,California,Los Angeles,6,37,112,Unhealthy for Sensitive Groups,Ozone,06-037-6012,16
2017-09-08,California,Los Angeles,6,37,80,Moderate,Ozone,06-037-9033,15
2017-09-09,California,Los Angeles,6,37,101,Unhealthy for Sensitive Groups,Ozone,06-037-1701,15
2017-09-10,California,Los Angeles,6,37,177,Unhealthy,Ozone,06-037-1701,16
2017-09-11,California,Los Angeles,6,37,119,Unhealthy for Sensitive Groups,Ozone,06-037-1701,15
2017-09-12,California,Los Angeles,6,37,84,Moderate,Ozone,06-037-1701,14
2017-09-13,California,Los Angeles,6,37,63,Moderate,PM2.5,06-037-1201,16
2017-09-14,California,Los Angeles,6,37,58,Moderate,PM2.5,06-037-1201,15
2017-09-15,California,Los Angeles,6,37,57,Moderate,PM2.5,06-037-1201,15
2017-09-16,California,Los Angeles,6,37,80,Moderate,Ozone,06-037-6012,16
2017-09-17,California,Los Angeles,6,37,93,Moderate,Ozone,06-037-9033,15
2017-09-18,California,Los Angeles,6,37,101,Unhealthy for Sensitive Groups,Ozone,06-037-9033,15
2017-09-19,California,Los Angeles,6,37,72,Moderate,PM2.5,06-037-1201,16
2017-09-20,California,Los Angeles,6,37,67,Moderate,Ozone,06-037-9033,14
2017-09-21,California,Los Angeles,6,37,59,Moderate,PM2.5,06-037-1201,15
2017-09-22,California,Los Angeles,6,37,58,Moderate,PM2.5,06-037-1201,16
2017-09-23,California,Los Angeles,6,37,64,Moderate,Ozone,06-037-1701,15
2017-09-24,California,Los Angeles,6,37,84,Moderate,Ozone,06-037-1103,14
2017-09-25,California,Los Angeles,6,37,62,Moderate,NO2,06-037-4008,16
2017-09-26,California,Los Angeles,6,37,93,Moderate,Ozone,06-037-1701,14
2017-09-27,California,Los Angeles,6,37,77,Moderate,Ozone,06-037-1701,15
2017-09-28,California,Los Angeles,6,37,87,Moderate,Ozone,06-037-1701,16
2017-09-29,California,Los Angeles,6,37,97,Moderate,Ozone,06-037-0002,15
2017-09-30,California,Los Angeles,6,37,147,Unhealthy for Sensitive Groups,Ozone,06-037-9033,13
2017-10-01,California,Los Angeles,6,37,90,Moderate,Ozone,06-037-6012,16
2017-10-02,California,Los Angeles,6,37,71,Moderate,Ozone,06-037-1201,15
2017-10-03,California,Los Angeles,6,37,68,Moderate,PM2.5,06-037-1201,14
2017-10-04,California,Los Angeles,6,37,71,Moderate,Ozone,06-037-0002,16
2017-10-05,California,Los Angeles,6,37,101,Unhealthy for Sensitive Groups,Ozone,06-037-1201,14
2017-10-06,California,Los Angeles,6,37,129,Unhealthy for Sensitive Groups,Ozone,06-037-2005,14
2017-10-07,California,Los Angeles,6,37,126,Unhealthy for Sensitive Groups,Ozone,06-037-1701,15
2017-10-08,California,Los Angeles,6,37,119,Unhealthy for Sensitive Groups,Ozone,06-037-6012,14
2017-10-09,California,Los Angeles,6,37,67,Moderate,PM2.5,06-037-4004,15
2017-10-10,California,Los Angeles,6,37,67,Moderate,PM2.5,06-037-4008,16
2017-10-11,California,Los Angeles,6,37,74,Moderate,Ozone,06-037-9033,15
2017-10-12,California,Los Angeles,6,37,87,Moderate,Ozone,06-037-6012,15
2017-10-13,California,Los Angeles,6,37,97,Moderate,Ozone,06-037-6012,16
2017-10-14,California,Los Angeles,6,37,136,Unhealthy for Sensitive Groups,Ozone,06-037-0002,15
2017-10-15,California,Los Angeles,6,37,100,Moderate,Ozone,06-037-1103,15
2017-10-16,California,Los Angeles,6,37,87,Moderate,NO2,06-037-4008,16
2017-10-17,California,Los Angeles,6,37,88,Moderate,NO2,06-037-4008,15
2017-10-18,California,Los Angeles,6,37,119,Unhealthy for Sensitive Groups,Ozone,06-037-0002,15
2017-10-19,California,Los Angeles,6,37,94,Moderate,PM2.5,06-037-1201,16
2017-10-20,California,Los Angeles,6,37,64,Moderate,PM2.5,06-037-1201,15
2017-10-21,California,Los Angeles,6,37,55,Moderate,PM2.5,06-037-1103,14
2017-10-22,California,Los Angeles,6,37,64,Moderate,Ozone,06-037-2005,15
2017-10-23,California,Los Angeles,6,37,73,Moderate,NO2,06-037-4008,14
2017-10-24,California,Los Angeles,6,37,104,Unhealthy for Sensitive Groups,NO2,06-037-4008,14
2017-10-25,California,Los Angeles,6,37,71,Moderate,NO2,06-037-4008,15
2017-10-26,California,Los Angeles,6,37,76,Moderate,NO2,06-037-4008,13
2017-10-27,California,Los Angeles,6,37,97,Moderate,Ozone,06-037-1201,14
2017-10-28,California,Los Angeles,6,37,94,Moderate,PM2.5,06-037-1103,15
2017-10-29,California,Los Angeles,6,37,118,Unhealthy for Sensitive Groups,PM2.5,06-037-1103,14
2017-10-30,California,Los Angeles,6,37,64,Moderate,PM2.5,06-037-1201,14
2017-10-31,California,Los Angeles,6,37,63,Moderate,PM2.5,06-037-1201,15
2017-11-01,California,Los Angeles,6,37,59,Moderate,PM2.5,06-037-1201,15
2017-11-02,California,Los Angeles,6,37,50,Good,PM2.5,06-037-1201,15
2017-11-03,California,Los Angeles,6,37,54,Moderate,PM2.5,06-037-1201,16
2017-11-04,California,Los Angeles,6,37,51,Moderate,PM2.5,06-037-1201,15
2017-11-05,California,Los Angeles,6,37,43,Good,PM2.5,06-037-1201,15
2017-11-06,California,Los Angeles,6,37,48,Good,PM2.5,06-037-1201,16
2017-11-07,California,Los Angeles,6,37,50,Good,PM2.5,06-037-1201,15
2017-11-08,California,Los Angeles,6,37,48,Good,NO2,06-037-4008,15
2017-11-09,California,Los Angeles,6,37,45,Good,PM2.5,06-037-1201,16
2017-11-10,California,Los Angeles,6,37,57,Moderate,PM2.5,06-037-1201,15
2017-11-11,California,Los Angeles,6,37,66,Moderate,PM2.5,06-037-1103,15
2017-11-12,California,Los Angeles,6,37,92,Moderate,PM2.5,06-037-1103,16
2017-11-13,California,Los Angeles,6,37,83,Moderate,PM2.5,06-037-4008,15
2017-11-14,California,Los Angeles,6,37,76,Moderate,PM2.5,06-037-4008,15
2017-11-15,California,Los Angeles,6,37,87,Moderate,PM2.5,06-037-1103,16
2017-11-16,California,Los Angeles,6,37,88,Moderate,NO2,06-037-4006,15
2017-11-17,California,Los Angeles,6,37,47,Good,PM2.5,06-037-1201,15
2017-11-18,California,Los Angeles,6,37,52,Moderate,PM2.5,06-037-1201,16
2017-11-19,California,Los Angeles,6,37,53,Moderate,PM2.5,06-037-1201,15
2017-11-20,California,Los Angeles,6,37,74,Moderate,PM2.5,06-037-4008,15
2017-11-21,California,Los Angeles,6,37,75,Moderate,PM2.5,06-037-4004,16
2017-11-22,California,Los Angeles,6,37,71,Moderate,NO2,06-037-4008,15
2017-11-23,California,Los Angeles,6,37,54,Moderate,PM2.5,06-037-1201,15
2017-11-24,California,Los Angeles,6,37,74,Moderate,PM2.5,06-037-1302,16
2017-11-25,California,Los Angeles,6,37,81,Moderate,PM2.5,06-037-1103,15
2017-11-26,California,Los Angeles,6,37,121,Unhealthy for Sensitive Groups,PM2.5,06-037-1103,15
2017-11-27,California,Los Angeles,6,37,71,Moderate,PM2.5,06-037-1103,16
2017-11-28,California,Los Angeles,6,37,57,Moderate,NO2,06-037-4008,14
2017-11-29,California,Los Angeles,6,37,68,Moderate,PM2.5,06-037-4008,15
2017-11-30,California,Los Angeles,6,37,79,Moderate,PM2.5,06-037-4004,16
2017-12-01,California,Los Angeles,6,37,70,Moderate,PM2.5,06-037-4008,15
2017-12-02,California,Los Angeles,6,37,80,Moderate,PM2.5,06-037-4008,15
2017-12-03,California,Los Angeles,6,37,77,Moderate,PM2.5,06-037-1302,16
2017-12-04,California,Los Angeles,6,37,59,Moderate,PM2.5,06-037-1103,15
2017-12-05,California,Los Angeles,6,37,70,Moderate,PM2.5,06-037-1201,15
2017-12-06,California,Los Angeles,6,37,107,Unhealthy for Sensitive Groups,PM2.5,06-037-4008,16
2017-12-07,California,Los Angeles,6,37,91,Moderate,NO2,06-037-4008,14
2017-12-08,California,Los Angeles,6,37,101,Unhealthy for Sensitive Groups,PM2.5,06-037-4008,15
2017-12-09,California,Los Angeles,6,37,70,Moderate,PM2.5,06-037-4008,16
